Name,ShopIconFileName,ShopIconExportName,ShopIconAnimScale,ShopIconClipped,UnlockLevel,RepUnlockLevel,ShopOrder,FileName,ExportName,ExportNameMirror,TileWidth,TileHeight,Price,DiamondPrice,DiscountPercentage,Vouchers,VoucherCount,PriceIncrease,DoPriceIncreaseEveryNObject,ShopDescriptionTID,TID,BuySound,AttractsButterflies,BirdsLand,SpawnsBirds,SpawnsFrogs,TapSound,CanBuy,SpinWheelPrize,BuyExp,Theme,TagSpecial,TagNature,TagDeco,TagSanctuary,TagStatue,HideFromLevelUpScreen,SanctuaryAnimal,PerceivedValue,UseCase,Passable,WaterDeco,WaterMovement
Snacks cart,,,,,1,0,,sc/decos03_features.sc,hotdog_stand,,2,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_SNACKS_CART,,,,,,TapDecorationGeneric,,,,,,,,,,,,,Derby,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Espeletia,,,,,1,0,,sc/decos03_features.sc,espeliata,,1,1,5500,,,,,500,1,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_ESPELETIA,Buy,,,,,TapDecorationGeneric,TRUE,,25,,,TRUE,,TRUE,,,Ostrich1,,,,,
Banana plant,,,,,1,0,,sc/decos03_features.sc,banana_leaf_plant,,2,1,,,,Voucher1,5,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_BANANA_PLANT,Buy,,,,,TapDecorationGeneric,TRUE,,25,,,TRUE,,TRUE,,,Ostrich2,,,,,
,,,,,,,,,,,,,,,,Voucher3,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Duck fishing,,,115,,1,0,,sc/decos03_features.sc,duck_fishing,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_DUCK_FISHING,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mediterranean spouter,,,,,1,0,,sc/decos03_features.sc,mediterranean_spout,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_MEDITERRANEAN_SPOUTER,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Mediterranean well,,,,,1,0,,sc/decos03_features.sc,mediterranean_well,,1,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_MEDITERRANEAN_WELL,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Mediterranean watermill,,,,,1,0,,sc/decos03_features.sc,mediterranean_watermill,,2,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_MEDITERRANEAN_WATERMILL,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Mediterranean fountain,,,,,1,0,,sc/decos03_features.sc,mediterranean_fountain,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_MEDITERRANEAN_FOUNTAIN,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Mediterranean spa,,,115,,1,0,,sc/decos03_features.sc,mediterranean_spa,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_MEDITERRANEAN_SPA,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Gardening workspace,,,,,1,0,,sc/decos03_features.sc,gardening_workbench,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_GARDENING_WORKSPACE,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samurai helmet,,,,,1,0,,sc/decos02_seasonal.sc,samurai_helmet,,1,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_SAMURAI_HELMET,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Festival bus,,,,,1,0,,sc/decos02_seasonal.sc,festival_bus,,2,3,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_FESTIVAL_BUS,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Wisteria bridge,,,118,,1,0,,sc/decos02_seasonal.sc,wisteria_bridge,,3,3,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_WISTERIA_BRIDGE,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Joyful strollers,,,,,1,0,,sc/decos02_seasonal.sc,serene_stroll,,2,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_JOYFUL_STROLLERS,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Flower shrine,,,,,1,0,,sc/decos02_seasonal.sc,flower_shrine,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_FLOWER_SHRINE,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Fish kite,,,,,1,0,,sc/decos02_seasonal.sc,fish_kites,,2,3,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_FISH_KITE,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Koto drummer,,,,,1,0,,sc/decos02_seasonal.sc,koto_drummer,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_KOTO_DRUMMER,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Wish board,,,,,1,0,,sc/decos02_seasonal.sc,wish_plaques,,1,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_WISH_BOARD,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mixed flowers,,,115,,1,0,,sc/decos02_seasonal.sc,mixed_flowerbed,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_MIXED_FLOWERS,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Hummingbird feeder,,,115,,1,0,,sc/decos02_seasonal.sc,hummingbird_feeder,,2,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_HUMMINGBIRD_FEEDER,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Spring butterfly,,,115,,1,0,,sc/decos02_seasonal.sc,spring_butterfly,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_SPRING_BUTTERFLY,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Spring caterpillar,,,120,,1,0,,sc/decos02_seasonal.sc,spring_caterpillar,,2,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_SPRING_CATERPILLAR,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Spring cats,,,,,1,0,,sc/decos02_seasonal.sc,spring_cats,,2,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_SPRING_CATS,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gardener gnome,,,,,1,0,,sc/decos02_seasonal.sc,garden_gnome,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_GARDENER_GNOME,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Gardener’s shed,,,,,1,0,,sc/decos02_seasonal.sc,garden_shed,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_GARDENERS_SHED,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Gardener’s pergola,,,,,1,0,,sc/decos02_seasonal.sc,garden_pergola,,2,3,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_GARDENERS_PERGOLA,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Tulip patch,,,,,1,0,,sc/decos02_seasonal.sc,tulip_patch,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_TULIP_PATCH,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Greenhouse,,,,TRUE,1,0,,sc/decos02_seasonal.sc,greenhouse,,2,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_GREENHOUSE,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lead singer,,,,,1,0,,sc/decos02_seasonal.sc,lead_singer,,2,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_LEAD_SINGER,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Band poster,,,,,1,0,,sc/decos02_seasonal.sc,band_poster,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_BAND_POSTER,,,,,,TapDecorationGeneric,,,,,TRUE,,,,,,,,,,,
Guitarist,,,,,1,0,,sc/decos02_seasonal.sc,guitarist,,2,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_GUITARIST,,,,,,TapDecorationGeneric,,,,,TRUE,,,,,,,,,,,
Idols,,,120,,1,0,,sc/decos02_seasonal.sc,music_idols,,3,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_IDOLS,,,,,,TapDecorationGeneric,,,,,TRUE,,,,,,,,,,,
Do the twist,,,115,,1,0,,sc/decos02_seasonal.sc,rock_dancers,,2,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_DO_THE_TWIST,,,,,,TapDecorationGeneric,,,,,TRUE,,,,,,,,,,,
Drummer,,,,,1,0,,sc/decos02_seasonal.sc,drummer,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_DRUMMER,,,,,,TapDecorationGeneric,,,,,TRUE,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Squad statue,,,,,1,0,,sc/decos03_features.sc,squad_carved_statue,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_SQUAD_COLLABORATION,,,,,,TapDecorationGeneric,,,,,,,,,TRUE,,,,,,,
Meet and greet,,,,,1,0,,sc/decos02_seasonal.sc,meet_and_greet,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_MEET_AND_GREET,,,,,,TapDecorationGeneric,,,,,TRUE,,,,,,,,,,,
Billboard,,,,,1,0,,sc/decos02_seasonal.sc,billboard,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_BILLBOARD,,,,,,TapDecorationGeneric,,,,,TRUE,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Summer fair wheel,,,,,1,0,,sc/decos02_seasonal.sc,summer_fair_wheel,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_SUMMER_FAIR_WHEEL,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Summer fair fun,,,,,1,0,,sc/decos02_seasonal.sc,summer_fair_fun,,2,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_SUMMER_FAIR_FUN,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Summer fair ride,,,,,1,0,,sc/decos02_seasonal.sc,summer_fair_ride,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_SUMMER_FAIR_RIDE,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Summer fair cutout,,,,,1,0,,sc/decos02_seasonal.sc,summer_fair_cutout,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_SUMMER_FAIR_CUTOUT,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Summer fair darts,,,,,1,0,,sc/decos02_seasonal.sc,summer_fair_darts,,2,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_SUMMER_FAIR_DARTS,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Harlequin gnome,,,,,1,0,,sc/decos02_seasonal.sc,harlequin_gnome,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_HARLEQUIN_GNOME,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Summer games tortch,,,110,,1,0,,sc/decos02_seasonal.sc,summer_games_tortch,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_SUMMER_GAMES_TORTCH,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Summer games gate,,,120,,1,0,,sc/decos02_seasonal.sc,summer_games_gate,,2,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_SUMMER_GAMES_GATE,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Summer games audience,,,115,,1,0,,sc/decos02_seasonal.sc,summer_games_audience,,3,3,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_SUMMER_GAMES_AUDIENCE,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Summer games startline,,,,,1,0,,sc/decos02_seasonal.sc,summer_games_startline,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_SUMMER_GAMES_STARTLINE,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Summer games stand,,,115,,1,0,,sc/decos02_seasonal.sc,summer_games_stand,,3,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_SUMMER_GAMES_STAND,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Summer games boxer,,,,,1,0,,sc/decos02_seasonal.sc,summer_games_boxer,,1,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_SUMMER_GAMES_BOXER,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Summer games swimmers,,,115,,1,0,,sc/decos02_seasonal.sc,summer_games_swimmers,,3,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_SUMMER_GAMES_SWIMMERS,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Summer games pingpong,,,,,1,0,,sc/decos02_seasonal.sc,summer_games_pingpong,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_SUMMER_GAMES_PINGPONG,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Summer games gymnastics,,,,,1,0,,sc/decos02_seasonal.sc,summer_games_gymnastics,,2,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_SUMMER_GAMES_GYMNASTICS,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Summer games medals,,,,,1,0,,sc/decos02_seasonal.sc,summer_games_medals,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_SUMMER_GAMES_MEDALS,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duck diving,,,,,1,0,,sc/decos01_generic.sc,duck_diving,,2,3,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_DUCK_DIVING,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Aquarium,,,,,1,0,,sc/decos01_generic.sc,aquarium,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_AQUARIUM,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Tipping duck,,,,,1,0,,sc/decos01_generic.sc,tipping_duck,,2,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_TIPPING_DUCK,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Mosaic well,,,,,1,0,,sc/decos01_generic.sc,mosaic_well,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_MOSAIC_WELL,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pooltoy stack,,,90,,1,0,,sc/decos02_seasonal.sc,pooltoy_stack,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_POOLTOY_STACK,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Poolside table,,,,,1,0,,sc/decos02_seasonal.sc,poolside_table,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_POOLSIDE_TABLE,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Beach rentals,,,125,,1,0,,sc/decos02_seasonal.sc,beach_rentals,,2,3,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_BEACH_RENTALS,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Poolside planter,,,110,,1,0,,sc/decos02_seasonal.sc,poolside_planter,,2,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_POOLSIDE_PLANTER,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Pool music,,,110,,1,0,,sc/decos02_seasonal.sc,pool_music,,2,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_POOL_MUSIC,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flowery crate,,,,,1,0,,sc/decos02_seasonal.sc,flowery_crate,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_FLOWERY_CRATE,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Flower goat,,,95,,1,0,,sc/decos02_seasonal.sc,flower_goat,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_FLOWER_GOAT,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Straw chicken,,,,,1,0,,sc/decos02_seasonal.sc,straw_chicken,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_STRAW_CHICKEN,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Flower gate,,,110,,1,0,,sc/decos02_seasonal.sc,flower_gate,,2,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_FLOWER_GATE,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Bee keeper,,,135,,1,0,,sc/decos02_seasonal.sc,bee_keeper,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_BEE_KEEPER,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bowling pig,,,,,1,0,,sc/decos02_seasonal.sc,pig_bowling,,2,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_BOWLING_PIG,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Wild grass patch,,,,,1,0,,sc/decos03_features.sc,cogongrass_patch,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_WILD_GRASS_PATCH,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gaffer sheep,,,,,1,0,,sc/decos02_seasonal.sc,gaffer_sheep,,2,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_GAFFER_SHEEP,,,,,,TapDecorationGeneric,,,,,TRUE,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sausage grill,,,,,1,0,,sc/decos02_seasonal.sc,sausage_grill,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_SAUSAGE_GRILL,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Sauerkraut barrel,,,,,1,0,,sc/decos02_seasonal.sc,sauerkraut_barrel,,1,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_SAUERKRAUT_BARREL,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Pretzel station,,,115,,1,0,,sc/decos02_seasonal.sc,pretzel_stand,,2,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_PRETZEL_STATION,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Gingerbread hearts,,,,,1,0,,sc/decos02_seasonal.sc,gingerbread_hearts,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_GINGERBREAD_HEARTS,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Autumn picnic,,,,,1,0,,sc/decos02_seasonal.sc,autumn_picnic,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_AUTUMN_PICNIC,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Rasberry refreshment,,,,,1,0,,sc/decos02_seasonal.sc,raspberry_refreshment,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_RASPBERRY_REFRESHMENTS,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Autumn maple tree,,,,,1,0,,sc/decos02_seasonal.sc,maple_tree,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_AUTUMN_MAPLE_TREE,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Hay ride,,,120,,1,0,,sc/decos02_seasonal.sc,hay_ride,,3,3,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_HAY_RIDE,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Wooden hedgehogs,,,,,1,0,,sc/decos02_seasonal.sc,wooden_hedgehogs,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_WOODEN_HEDGEHOGS,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Wooden train,,,,,1,0,,sc/decos02_seasonal.sc,wooden_train,,2,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_WOODEN_TRAIN,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gloomy candles,,,,,1,0,,sc/decos02_seasonal.sc,gloomy_candles,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_GLOOMY_CANDLES,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Scary mausoleum,,,,,1,0,,sc/decos02_seasonal.sc,spooky_mausoleum,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_SCARY_MAUSOLEUM,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Scary organ music,,,,,1,0,,sc/decos02_seasonal.sc,spooky_organ_player,,3,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_SCARY_ORGAN_MUSIC,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Scary tomb,,,,,1,0,,sc/decos02_seasonal.sc,spooky_tomb,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_SCARY_TOMB,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Black roses,,,,,1,0,,sc/decos02_seasonal.sc,black_roses,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_BLACK_ROSES,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Lobster ride,,,,,1,0,,sc/decos02_seasonal.sc,lobster_ride,,1,3,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_LOBSTER_RIDE,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Pig ride,,,115,,1,0,,sc/decos02_seasonal.sc,pig_ride,,1,3,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_PIG_RIDE,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Ticket booth,,,,,1,0,,sc/decos02_seasonal.sc,ticket_booth,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_TICKET_BOOTH,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Cleaner pig,,,110,,1,0,,sc/decos02_seasonal.sc,mopping_pig,,2,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_CLEANER_PIG,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Ghost pig,,,,,1,0,,sc/decos02_seasonal.sc,ghost_pig,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_GHOST_PIG,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Abandoned tombs,,,,,1,0,,sc/decos02_seasonal.sc,abandoned_tombs,,1,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_ABANDONED_TOMBS,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thanksgiving cosplay,,,90,,1,0,,sc/decos02_seasonal.sc,thanksgiving_costume,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_THANKSGIVING_COSPLAY,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Thanksgiving wagon,,,115,,1,0,,sc/decos02_seasonal.sc,thanksgiving_wagon,,2,3,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_THANKSGIVING_WAGON,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Thanksgiving balloon,,,,,1,0,,sc/decos02_seasonal.sc,thanksgiving_balloon,,1,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_THANKSGIVING_BALLOON,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Thanksgiving pavilion,,,,,1,0,,sc/decos02_seasonal.sc,thanksgiving_pavilion,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_THANKSGIVING_PAVILION,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Thanksgiving photo shoot,,,,,1,0,,sc/decos02_seasonal.sc,thanksgiving_photoboard,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_THANKSGIVING_PHOTO_SHOOT,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Fairground fortune teller,,,115,,1,0,,sc/decos03_features.sc,fairground_fortune_teller,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_FAIRGROUND_FORTUNE_TELLER,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pond yachting,,,120,,1,0,,sc/decos02_seasonal.sc,pond_yachting,,3,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_POND_YACHTING,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Mushroom picking,,,115,,1,0,,sc/decos02_seasonal.sc,mushroom_picker,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_MUSHROOM_PICKING,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
