Name,IntValue,StringValue,BooleanValue
MaxFreshBeatAnimalVFXActiveInterval,90,,
MinFreshBeatProductionVFXIdleInterval,15,,
MaxFreshBeatProductionVFXIdleInterval,30,,
MinFreshBeatProductionVFXActiveInterval,30,,
MaxFreshBeatProductionVFXActiveInterval,60,,
FreshBeatMusicStartupDelay,1550,,
MiniPassEnabled,,,TRUE
MiniPassBetaVisible,,,FALSE
MiniPassPersonalCelebrationDurationSeconds,300,,
MiniPassPersonalEndScreenDurationSeconds,86400,,
OnRailTutorialMaxLevel,5,,
SeasonalCurrencyEventMinimumVisibleStartGapHours,12,,
FreshBeatMoveReplayableBeatToTop,,,FALSE
FreshBeatsFirstTimeActivationSpeedUp,3000,,
FreshBeatsTutorialTimerDiamondTextBox,1800,,
FreshBeatsTutorialTimerSpinWheelTextBox,1500,,
FreshBeatsTutorialTimerLevelUpTextBox,2500,,
FreshBeatsTutorialTimerDefault,2000,,
FreshBeatsTutorialButtonTimer,800,,
ShowSafetyWarningMessageInChat,,,FALSE
AllowMiniPassFreeTrackGachaOverflow,,,FALSE
ChatScaleMobile,70,,
ChatScaleTablet,100,,
ChatOpenButtonScaleMobile,100,,
ChatOpenButtonScaleTablet,100,,
MarkOwnStreamEntriesNotNew,,,TRUE
NeighborhoodOnlineMembersTooltipScrollDurationMS,2500,,
NeighborhoodOnlineMembersTooltipMaxVisibleItemCount,10,,
ChatReactionsTooltipScrollDurationMS,2500,,
ChatReactionsTooltipMaxVisibleItemCount,10,,
ReverseAgeGateNumbers,,,FALSE
AllowInvalidRotation,,,TRUE
ClearHudForObjectEdit,,,FALSE
ClearHudThresholdMillis,1500,,
ClearHudFadeRateTenths,100,,
ChatAlignOwnItemsToTheRight,,,TRUE
ChatShowShortTimeStamp,,,TRUE
RequestCollectButtonPulsing,,,TRUE
ChatRequestCollectButtonPulsing,,,TRUE
ChatDonationNotification,,,TRUE
AllowProductionQueueCancel,,,TRUE
ProductionQueueCancelDiamondPrice1,2,,
ProductionQueueCancelThreshold2,5,,
ProductionQueueCancelDiamondPrice2,10,,
ProductionQueueCancelThreshold3,10,,
ProductionQueueCancelDiamondPrice3,20,,
ProductionQueueCancelCooldownDays,14,,
ReopenChatAfterClosingRequestsHUD,,,TRUE
ChatClientFilterFulfilledRequests,,,FALSE
ChatScrollToBottomWhenReopened,,,TRUE
ChatScrollToBottomOnlyIfExitedAtBottom,,,TRUE
ChatInboxScrollToBottomWhenReopened,,,TRUE
SelectedObjectZoomTablet,-1,,
SelectedObjectZoomMobile,-1,,
CenterCameraOnHUDOverlap,,,FALSE
AdjustHUDPositionOnOverlap,,,TRUE
DelayLevelUpRewards,,,FALSE
ChatDefaultReactions,,👍;👎;❤️;🤣;😭,
FallbackSCIDFarmPassPackageParsing,,,FALSE
FallbackSCIDFarmPassPackageColumnCheck,,,FALSE
AutomatedTaskLevelUnlockOffset,1,,
ChatReactionMenuEmotesPerRow,5,,
ChatSendEmoteMenuEmotesPerRow,4,,
NewTruckScreen,,,TRUE
ChatReactionsEnabled,,,TRUE
ChatEmotesEnabled,,,TRUE
ChatEmotesTabEnabled,,,TRUE
ChatMaxReactionsVisible,5,,
ChatContextMenuAppearDurationMS,300,,
ChatClientFilterFulfilledHelpRequests,,,FALSE
ChatClientFilterPendingReleaseEmotes,,,TRUE
ChatHideReactionsFromNonMembers,,,FALSE
ChatMaxEmotePageIndicatorCount,15,,
EmoteLoopAfterMS,1000,,
ChatEmotePlaybackDelayMSAfterFadeIn,1,,
MilestoneStreamEntryLevelUpLevels,,10;25;50;75;100,
MilestoneStreamEntryAchievementsEnabled,,,TRUE
MilestoneStreamEntryFeatureUnlocksEnabled,,,TRUE
MilestoneStreamEntryDecoStickerBookCollectionsEnabled,,,TRUE
RewardReceivedEventForDataTableTypes,,323,
RewardReceivedEventEnabledForTags,,7;8;10;11;12;13;14;16;17;18;20;24;26;27;30;138;145;149;156;167;174;178;179;180;188;193;194;198;200;201;208;210;216;221;223;226;227;228;237;238;242;244;245;255,
RewardReceivedEventDisabledForTags,,,
RewardReceivedPremiumRewardTags,,228;245,
NeighborhoodObjectLeaderboardCacheDurationSeconds,20,,
NeighborhoodObjectLeaderboardMinTabSwitchWaitThingyDurationMS,200,,
ChatInactiveNeighborhoodNoticeEnabled,,,TRUE
ChatInactiveNeighborhoodNoticeCooldownDays,30,,
ChatInactiveNeighborhoodIfMessageDaysOld,14,,
ChatInactiveNeighborhoodIfMembersLastSeenDaysOld,14,,
ChatInactiveNeighborhoodNoticeAlwaysIfPlayerOnlyMember,,,TRUE
ChatInactiveNeighborhoodNoticeIgnoreOwnMessages,,,FALSE
ChatScrollDownWidgetEnabled,,,TRUE
ChatScrollToNewDonationDurationMS,1000,,
ChatScrollToItemDurationMS,1000,,
ChatScrollToNewItemDurationMS,1000,,
ChatScrollToTopDurationMS,1000,,
ChatScrollToBottomDurationMS,1000,,
ChatIsScrolledToBottomThreshold,50,,
ChatStreamItemFadeDurationMS,300,,
ChatEmoteStreamItemFadeDurationMS,300,,
ChatRequestDonationButtonEnabled,,,TRUE
ChatDonateButtonEnabled,,,TRUE
ChatCollectDonationButtonEnabled,,,TRUE
NeighborhoodObjectCameraZoom1000Tablet,950,,
NeighborhoodObjectCameraZoom1000Mobile,650,,
DecoStickerBookCollectionSourceSearchCache,,,TRUE
BirthdayTasksShowRemainingTasksInBottomHUD,,,TRUE
FarmPassSpecialDiscountTextColor,,FFF9E40D,
NewLevelUpScreen,,,FALSE
LevelUpScreenHeaderDelay,0,,
LevelUpHorizontalItemSpacing,10000,,
LevelUpVerticalItemSpacing,6000,,
LevelUpFirstItemVerticalSpacing,12000,,
LevelUpItemShowDelay,150,,
LevelUpHeaderVerticalSpacing,3000,,
DiamondDecoPurchaseConfirmationPriceRequirement,10,,
LevelUpScreenTopMargin,20000,,
LevelUpScreenImageScrollDuration,1000,,
LevelUpScreenDelayBetweenLines,1000,,
LevelUpScreenDelayAfterLastItem,1200,,
LevelUpScreenScrollToNextLineDuration,100,,
LevelUpScreenImageMarginDivisor,30000,,
ReopenShopAfterPassingTempShopObjectToGameInput,,,TRUE
TownRequestBoardInTown,,,TRUE
DecisionBoxTeaseSoundOffsetMS,150,,
ProbabilitiesHUDShowCurrencyAmounts,,,TRUE
NeighborhoodObjectTaskTooltipDelayMS,150,,
CenterGameObjectWhenScrollingFromTextBoxes,,,TRUE
CenterGameObjectWhenScrollingFromNeighborhoodObjectUI,,,TRUE
CenterGameObjectFromLinkAlways,,,FALSE
AllowSCIDAutoClaimFarmPass,,,TRUE
AllowSCIDAutoClaimFarmPassIfContainsAlsoOtherItems,,,TRUE
ScidRewardDecoName,,SC ID statue,
ScidRewardDecoAmount,1,,
ScidRewardExtraName,,Diamonds,
ScidRewardExtraAmount,10,,
MovieTicketForcedRewardFix,,,TRUE
EventBoardEventTooltipUseHighestRewardAmount,,,TRUE
UseCashPricesForCrops,,,TRUE
UseCashPricesForTools,,,TRUE
LastCropsLeftUIUsedAnalytics,,,TRUE
NotEnoughResourcesCropsUIUsedAnalytics,,,TRUE
DecoStickerBookCollectionSaveFix,,,TRUE
IsoEngineSortingV2InGameModes,,1;2;3;6;7;8;9,
FarmThumbnailIsoEngineSortingV2,,,TRUE
IsoEngineSortingV2DepthOffsetConversionFactorXY,,0.001;0.001,
ArrivingBoatExtraRewardGrayscale,,,FALSE
DisableRenderingDuringVideoAd,,,FALSE
DisableSoundsDuringVideoAd,,,TRUE
CustomizeHelperApplyTintToOnlyNewPart,,,TRUE
TruckAlgorithmV2,,,FALSE
BoySearchHUDTopHUDRightForcedUnderModal,,,TRUE
BoyBuyerHUDTopHUDRightForcedUnderModal,,,TRUE
ClearSurveyStateIfImpressionIdChanges,,,TRUE
DailyBoatScaling,,,TRUE
AdConfigCycleChangeFix,,,TRUE
ForceDailyAdsReset,,,TRUE
DailyAdsResetUTCHour,8,,
UseAdsForcedRewardsAsFirstReward,,,TRUE
UsePersonalTrainTimerFix,,,TRUE
DebugAddSeconds,0,,
DecoStickerBookTaskEventSourceVisibleStateFix,,,TRUE
DefaultLinkColor,,FFF9E40D,
CreditsLinkColor,,FF608FA9,
AllowlistDeeplinkDomain,,supercell.com;hayday.com;supercell.dev,
PeopleEntryRoute,,0.00;34.00,
,,15.21;34.00,
,,16.08;33.00,
,,16.08;20.00,
,,17.20;20.00,
,,,
,,,
PeopleExitRoute,,18.33;20.00,
,,18.33;33.00,
,,19.67;34.00,
,,118.00;34.00,
,,,
,,,
BottomHUDNhObjectButtonEnabled,,,TRUE
NhObjectHUDScrollToClaimableReward,,,TRUE
NhObjectHUDScrollToClaimableRewardDurationMS,1000,,
NhObjectHUDScrollToClaimableTask,,,TRUE
NhObjectHUDScrollToClaimableTaskDurationMS,1000,,
NhObjectHUDButtonHideAfterAllRewardsClaimed,,,FALSE
NhObjectHUDRewardScrollAreaAddHeight,1000,,
AnimalCoordinateSmoothing,,,TRUE
BoatCompleteAllCratesFloaterText,,,TRUE
ExitConfirmationPopupEnabled,,,TRUE
DecoStickerBookDisableDecoIconClipping,,,TRUE
DecoStickerBookDisableDecoTooltipAutoClose,,,TRUE
AnimalFindHabitatWithRoomFix,,,TRUE
ChainOfferFirstTimeScrollDuration,2500,,
ChainOfferFirstTimeScrollDelay,750,,
PaidRandomRewardsEnabled,,,TRUE
SpinWheelBuyWithDiamonds,,,TRUE
MysteryBoxesCanSpawn,,,TRUE
GiftCardsBuyWithDiamondsEnabled,,,TRUE
PeopleQuestDailyQuestTarget,,7.01,
PeopleQuestMaxEffortMultiplier,,2.01,
PeopleQuestTreasuredDailyCap,0,,
SeasonalCreaturesAnimsRestartFix,,,TRUE
BoatDestinationsUIUsedAnalytics,,,TRUE
SendBoatLegacySSE,,,FALSE
SendBoatStateChangedSSE,,,TRUE
BoatDestinationsEnabled,,,FALSE
AllowDiscardingEmptyBoat,,,TRUE
BoatDestinationRerollDiamondCost,1,,
BoatRewardsInGrayscale,,,FALSE
BoatTimeExtensionEnabled,,,FALSE
BoatTimeExtensionMinutes,120,,
BoatTimeExtensionDiamondCostMin,3,,
BoatTimeExtensionDiamondCostMax,3,,
BoatTimeExtensionDisablesTimeBonus,,,TRUE
BoatTrackProgressBarStepDurationMS,3000,,
BoatRewardTooltipCombineBonusAndBoosterValue,,,TRUE
BoatDestinationsResetDoubleTapButtonsAfterMS,5000,,
BoatTrackAutoCloseAfterMS,1000,,
BoatTrackAutoCloseEnabled,,,TRUE
BoatShowBoatScoreInRewards,,,FALSE
BoatTrackPanningDamp,25,,
BoatTrackBetaVisible,,,TRUE
BoatDestinationsBetaVisible,,,TRUE
OverlayStreamsHUDCheckAlsoFromSmallScreen,,,TRUE
VouchersInBoatOrders,,,TRUE
LogicJSONHelperDeliverableError,,,TRUE
OpenBoatDestinationsTutorialPopupOnce,,,TRUE
BoatDestinationWaitPlayerToOpenUI,,,TRUE
BoatDestinationIllustrationToyEnabled,,,FALSE
DecoStickerBookLockedAreasFix,,,TRUE
MiniPassFinishedPanelTruckConfettiAnimationFrame,409,,
MiniPassFinishedCelebrationTimerShouldUsePersonalDuration,,,TRUE
TopHUDRightUnderModalAlways,,,TRUE
LuckyBonusPreShuffleWaitTimeMS,1500,,
LuckyBonusTransitionToCentreTimeMS,250,,
LuckyBonusTransitionToOriginalPositionTimeMS,250,,
BoatReturnedNotification,,,FALSE
SendSCIDPopupUIUsedAnalytics,,,TRUE
SendRoadsideShopUIUsedAnalytics,,,TRUE
SendNewspaperUIUsedAnalytics,,,TRUE
LogicVisitServiceCommandPassengerCheck,,,TRUE
ShowBoatOrderBonusEventInEventBoard,,,TRUE
ShowAlwaysPuzzleBoatsEventInEventBoard,,,TRUE
ConfirmPopupConvertTurkishILetters,,,TRUE
ShopDiamondDecoCategoryCheckCanBeBought,,,FALSE
ShopDiamondDecoCategoryCheckCanBeBoughtNow,,,TRUE
GameMainSetSleepCallSetHibernate,,,FALSE
MiniPassHideLinkButtonOutsideFarmMode,,,FALSE
EventBoardStateResetFinishedAtHomeIfEndTimeInFuture,,,TRUE
EventBoardStateVisibleStartTimeFix,,,TRUE
AchievementTipLinks,,,TRUE
UseScidRewardPopup,,,TRUE
SubscriptionCapacityBonusMin,100,,
SubscriptionCapacityBonusMax,600,,
FarmPassSubscriptionApplyPerksImmediately,,,FALSE
WarningLogForPrematurelyEndingSeasonalCurrencyEvent,,,TRUE
WaterDecoMovementSpeed,15,,
WaterDecoMovementDistance,8,,
WaterDecoMovementX,0,,
WaterDecoMovementY,1,,
WaterDecoMovementWorldspaceOffset,4,,
OfferCapacityBonusMin,50,,
OfferCapacityBonusMax,300,,
IncludeStorageAmountInTooltipBounds,,,TRUE
SendLegacyPremiumPassActivatedEvent,,,TRUE
SendNewPremiumPassActivatedEvent,,,TRUE
SendNotificationTrackingEvents,,,TRUE
PeopleSelectionFix,,,TRUE
DecoAcquiredEventDisabledForTags,,269;270;271,
FarmPassSubscriptionPendingAfterClaim,,,TRUE
